DrugName,Manufacturer,NAFDAC_Number,Barcode,BatchNumber,ExpiryDate,DosageForm,Strength,PackageSize,Country,Label
Lisinopril,Chi Pharmaceuticals Ltd,F2-2293,6199693792379,LOT25-4283,2026-08-10,Powder,100mg,20 tablets,Nigeria,Genuine
Amlodipine,GlaxoSmithKline Nigeria,V2-9757,6197153991560,L26-9306,2029-04-08,Injection,250mg,10 capsules,Nigeria,Genuine
  Vitamin  C,CHI PHARMACEUTICALS LTD,efb46SaTA,tS8sliB90sZbM,BATCH-237,,Injection,400mg,200ml bottle,China,Suspicious
Prednisolone,Pharma Deko Plc,D2-4117,6198595143463,B24-4042,2028-09-09,Tablet,500mg,30 tablets,Nigeria,Genuine
Amoxil,Sanofi Nigeria,D1-2042,6198623392207,L26-2057,2028-02-04,Ointment,1g,1 tube,Nigeria,Genuine
Almodipine,TopNotch Drugs Ltd,R5-721975,FR6TM2kGu5EcE,JUQQsOQ,2022-03-09,Drops,???,BULK,India,Suspicious
Erytrhomycin,Hovid Nigeria Ltd,E8-998972,72324644,N/A,2023-01-26,  Ointment ,N/A,100ml bottle,Unknown,Suspicious
Glibenclamide,Nigerian German Chemicals Plc,B9-8030,6192626582634,BN26-2169,2026-11-19,Ointment,500mg/5ml,5 vials,Nigeria,Genuine
Lonart,Evans Medical Plc,Z6-8715,6197418625650,BT25-0831,2028-08-15,Injection,200mg,10 capsules,Nigeria,Genuine
Ferrous Sulphate,Mopson Pharmaceutical Ltd,Z8-7955,6196525483740,LOT24-7470,2026-11-11,Powder,250mg,10 tablets,Nigeria,Genuine
Panadol,Drugfield Pharmaceuticals Ltd,S3-9570,6194308948707,L26-0949,2028-07-28,Ointment,400mg,20 tablets,Nigeria,Genuine
Spironolactone,Neimeth International Pharmaceuticals,P3-4847,6193433339527,BN24-1385,2029-10-01,Powder,500mg,100ml bottle,Nigeria,Genuine
MegaVit Plus,GoodHealth Generics,H3-958456,W5kAMbbcmNosL,BATCH-753,???,Capsule,100mg,BULK,Pakistan,Suspicious
Paracetmol,Fidson Healthcare Plc,K8-7574,6199928798725,UNKNOWN,N/A,injection,250mg/5ml,N/A,China,Suspicious
Vitamin C,SKG Pharma Ltd,C0-6504,6190805491470,L25-4511,2029-04-25,Cream,125mg/5ml,100 tablets,Nigeria,Genuine
ORS,Swiss Pharma Nigeria Ltd,A0-5011,6197917693679,L24-2517,2026-02-25,Ointment,200mg,30 tablets,Nigeria,Genuine
  Multivitamin ,  Juhel  Nigeria Ltd,  X3-2147 ,0000000000000,zFjU,26/08/2026,Sachet,UNKNOWN,20 tablets,India,Suspicious
Promethazine,Hovid Nigeria Ltd,A9-5381,6190244550226,B26-6666,2026-03-24,Tablet,250mg,1 tube,Nigeria,Genuine
Tetracycline,SKG Pharma Ltd,J3-9603,6194215031783,BN25-8292,2027-04-11,Drops,250mg/5ml,200ml bottle,Nigeria,Genuine
Ibuprofen,Chi Pharmaceuticals Ltd,S2-9021,6191296666767,BN24-8845,2027-12-12,Tablet,10mg,30g tube,Nigeria,Genuine
ORS,Mopson Pharmaceutical Ltd,R0-8107,6198828503170,BT24-5347,2026-12-07,Drops,200mg,1 vial,Nigeria,Genuine
oMEPRAZOLE,GoodHealth Generics,K-29,4342139579656280,UNKNOWN,2022-01-01,Ointmetn,125mg/5ml,5 vials,Ghana,Suspicious
paracetamol,Hovid Nigeri aLtd,PENDING,1111111111111,BATCH-615,UNKNOWN,  Capsule ,125mg/5ml,100ml bottle,Pakistan,Suspicious
Ceftriaxone,SKG Pharma Ltd,B0-3897,6198427624672,BN26-8137,2029-08-18,Syrup,5mg,10 tablets,Nigeria,Genuine
Atenolol,Pharma Deko Plc,C3-4225,6192541107608,B26-5577,2028-04-04,Drops,200mg,20 capsules,Nigeria,Genuine
LOPERAMIDE,TopNotch Drugs Ltd,SV-KJUD,q339EhaYQTOby,pMP,03/10/2025,Powedr,20mg,10 capsules,Unknown,Suspicious
Gentamicin,Chi Pharmaceuticals Ltd,F1-3865,6192427677461,BT25-1203,2029-01-04,Capsule,100mg,10 capsules,Nigeria,Genuine
Atenolol,May & Baker Nigeria Plc,F1-7816,6199797296599,BN26-2240,2029-08-04,Ointment,50mg,10 tablets,Nigeria,Genuine
Paracetamol,SKG Pharma Ltd,B5-8867,6198360914984,LOT24-7316,2027-05-25,Injection,400mg,100ml bottle,Nigeria,Genuine
  Amoxil ,CureFast Pharmaceuticals,I-64,0000000000000,29,N/A,suspension,200mg,10 tablets,Ghana,Suspicious
Instant Relief Caps,WonderDrug Co,pWfGahO,0000000000000,BATCH-763,2021-10-18,Ceram,10mg,60ml bottle,Unknown,Suspicious
Magic Cure Pill,SuperCure Pharma,J-85,0000000000000,BATCH-123,N/A,  Cream ,200mg,N/A,Unknown,Suspicious
Atenolol,Hovid Nigeria Ltd,J5-1380,6199022599990,L25-3445,2029-02-18,Ointment,200mg,100ml bottle,Nigeria,Genuine
Furosemide,May & Baker Nigeria Plc,W2-9498,6193857865275,,2028-11-25,Injection,1g,100ml bottle,Nigeria,Genuine
Vitaimn C,MedExpress Ltd,k41R,3333333333333,1,2020-06-26,  Syrup ,400mg,100 tablets,Unknown,Suspicious
Ferrous Sulphate,Juhel Nigeria Ltd,M2-8111,6190602908461,L26-9170,2028-12-24,Cream,10mg,10 tablets,Nigeria,Genuine
Ciprofloxacn,PharmaPlus International,I-70,VfAnMBRNFVXjR,54,18/06/2025,Drops,10mg,1 pack,Ghana,Suspicious
Diclofenac,Sanofi Nigeria,X4-3193,6197881658032,B26-2817,2027-08-06,Syrup,1g,1 vial,Nigeria,Genuine
  Furosemide ,MedLine Drugs Ltd,T0-6401,0334050,LctXlXAQ,26/10/2025,  Syrup ,,100 tablets,Unknown,Suspicious
Amoxicilin,WonderDrug Co,A2-914243,0000000000000,BATCH-673,2021-03-16,Syrup,500mg/5ml,1 tube,China,Suspicious
Folic Acid,HealthMax Pharma,  U2-7338 ,8066640599,??,2020-09-16,  Powder ,N/A,20 capsules,Ghana,Suspicious
Ibuprofen,Swiss Pharma Nigeria Ltd,Q3-4087,6198988816714,BN24-0384,2029-06-10,Cream,100mg,100ml bottle,Nigeria,Genuine
Doxycycline,GlaxoSmithKline Nigeria,T9-3996,6194065838723,L26-2530,2028-09-28,Capsule,100mg,30 tablets,Nigeria,Genuine
Tramadol,Sanofi Nigeria,T3-7749,6192165914385,B24-3974,2027-06-21,Cream,250mg/5ml,100 tablets,Nigeria,Genuine
Flagy,FastRelief Drugs,N/A,6666666666666,UNKNOWN,05/01/2025,Drops,100mg,5 vials,Nigeria,Suspicious
Multivitamin,Chi Pharmaceuticals Ltd,J7-5722,6191407034911,BN25-5110,2026-07-12,Tablet,500mg,10 capsules,Nigeria,Genuine
Amlodipine,Dana Pharmaceuticals Ltd,C9-2757,,L26-9407,2027-02-02,Cream,200mg,5 vials,Nigeria,Genuine
Azithromycin,HealthMax Pharma,C3-9193,398189,79,21/11/2025,Tablte,50mg,20 tablets,India,Suspicious
Amatem,Juhel Nigeria Ltd,Y5-7559,6191857906479,L26-2089,2028-10-04,Tablet,200mg,10 tablets,Nigeria,Genuine
Nifedipine,Neimeth International Pharmaceuticals,A0-8128,6192588576696,LOT25-0586,2027-02-18,Tablet,10mg,100 tablets,Nigeria,Genuine
Power Drug,Pahrma Deko Plc,CD-WXOG,6190564468539,tqWEc,07/12/2026,  Ointment ,???,BULK,Pakistan,Suspicious
Diclofenac,Evans Medical Plc,W2-8586,6190866882637,LOT24-5511,2026-08-28,Cream,250mg,200ml bottle,Nigeria,Genuine
Ferrous Sulphate,Hovid Nigeria Ltd,E2-1721,6196732318293,L24-7016,2026-12-25,Cream,50mg,30 tablets,Nigeria,Genuine
Vitamin C,NovaDrug Industries,KR6L5A,6194382039506,AxTrbq,UNKNOWN,Drops,250mg,100ml bottle,Unknown,Suspicious
Ciprofloxacin,Bioraj Pharmaceuticals Ltd,L1-9163,6194460045214,BT26-9978,2026-06-04,Capsule,400mg,30g tube,Nigeria,Genuine
Amoxicillin,MedExpress Ltd,6NPHVO,ryBLZZZfWIJgF,---,12/02/2025,Saceht,200mg,1 vial,Pakistan,Suspicious
Metronidazole,Mopson Pharmaceutical Ltd,K4-2191,6192151641196,LOT25-7116,2028-01-19,Capsule,1g,1 tube,Nigeria,Genuine
Promethazine,Emzor Pharmaceutical Industries,J7-2351,6192814429444,LOT24-1927,2027-10-24,Syrup,125mg/5ml,100ml bottle,Nigeria,Genuine
Flagy,FastRelief Drugs,k9m,6192055033004,CtP,???,dROPS,200mg,10 tablets,Nigeria,Suspicious
Vitamin C,Evans Medical Plc,N5-2476,6191131290140,B25-0275,2029-11-17,Syrup,50mg,100ml bottle,Nigeria,Genuine
gentamicin,Healwell Pharma Ltd,GZ36N3,0000000000000,BATCH-500,20/05/2025,SYRUP,125mg/5ml,1 vial,Unknown,Suspicious
Amlodipine,Juhel Nigeria Ltd,X8-9822,6190705326018,BN26-4050,2026-01-08,Powder,100mg,1 vial,Nigeria,Genuine
Metronidazole,GlaxoSmithKline Nigeria,B7-9316,6193567430008,BT26-6315,2026-09-16,Tablet,20mg,30g tube,Nigeria,Genuine
Vitamin C,Chi Pharmaceuticals Ltd,K9-1329,6192035713438,BT25-0973,2029-12-10,Syrup,400mg,30 tablets,Nigeria,Genuine
Folic Acid,Mopson Pharmaceutical   Ltd ,Y6-5380,64871300025546453347,BATCH-126,UNKNOWN,Injection,500mg,1 vial,Nigeria,Suspicious
pARACETAMOL,MegaDrug Industries,9TLCFROAlc,1070716,35,UNKNOWN,Tablet,125mg/5ml,100 tablets,China,Suspicious
Folic Acid,GlaxoSmithKline Nigeria,W5-3392,6192047277904,BN24-4293,2027-03-18,Sachet,5mg,60ml bottle,Nigeria,Genuine
  Amatem ,HealthMax Pharma,O6IBRG,A0keU4mljtLHD,---,2021-12-10,Suspension,400mg,30 tablets,India,Suspicious
Ranitidine,Drugfield Pharmaceuticals Ltd,T8-8921,6197694531478,BT25-9436,2029-06-01,Drops,10mg,30 tablets,Nigeria,Genuine
Ciprofloxacn,cHI pHARMACEUTICALS lTD,  D2-9453 ,4444444444444,BATCH-934,UNKNOWN,  Syrup ,10mg,1 pack,Ghana,Suspicious
Augmentin,Emzor Pharmaceutical Industries,L9-7185,6198519537743,B26-3076,2029-07-21,Suspension,100mg,1 vial,Nigeria,Genuine
Instant Relief Caps,CureFast Pharmaceuticals,B7-9408,FWuQu9KJgusZB,51,20/05/2026,Syrup,10mg,N/A,India,Suspicious
Ferrous Sulphate,Neimeth International Pharmaceuticals,T6-3011,6193674994653,L26-9982,2029-08-17,Injection,100mg,30g tube,Nigeria,Genuine
Amatem,Nigerian German Chemicals Plc,E6-4267,6198380657878,LOT26-8331,2028-07-09,Syrup,500mg,20 capsules,Nigeria,Genuine
Emzor Paracetamol,Nigerian German Chemicals Plc,V9-6273,6198669346547,L24-2363,2029-10-23,Powder,400mg,1 tube,Nigeria,Genuine
Folic Acid,Emzor Pharmaceutical Industries,Z9-3730,6198605210260,BT25-0740,2029-07-10,Powder,1g,10 tablets,Nigeria,Genuine
Ciprofloxacn,CureFast Pharmaceuticals,-5733,0000000000000,BATCH-080,2023-08-12,  Suspension ,250mg/5ml,BULK,Unknown,Suspicious
Promethazine,BioFix Pharmaceuticals,W2-6759,0000000000000,BATCH-020,23/07/2026,Sachet,500mg/5ml,1 pack,China,Suspicious
Artemether Lumefantrine,Dana Pharmaceuticals Ltd,G8-2903,6190595518425,L26-4931,2028-01-21,Tablet,10mg,100 tablets,Nigeria,Genuine
spironolactone,Healwell Pharma Ltd,K1-829392,395632,34,03/09/2025,Cream,500mg/5ml,30 tablets,Pakistan,Suspicious
LONART,BestPills International,f1-5620,1111111111111,BATCH-391,2023-08-01,Syrup,250mg,1 vial,Pakistan,Suspicious
loperamide,Sunrise Medications,-1370,6194905389057,BATCH-079,06/09/2025,Ointment,50mg,30g tube,China,Suspicious
Ibuprofen,Drugfield Pharmaceuticals Ltd,F4-2676,6192896599943,B26-7856,2027-03-01,Suspension,200mg,20 tablets,Nigeria,Genuine
Atenolol,Pharma Deko Plc,G7-8372,6198052924079,LOT25-3794,2029-07-22,Ointment,500mg/5ml,30g tube,Nigeria,Genuine
Vitamin C,BioFix Pharmaceuticals,-9234,6194408895932,ZYbG,14/01/2026,Syrup,250mg,100 tablets,Ghana,Suspicious
Diclofenac,Pharma Deko Plc,I5-3200,,BT26-1443,2028-03-18,Suspension,400mg,1 tube,Nigeria,Genuine
Augmenti,AlphaHealth Industries,  P0-9488 ,1111111111111,zeaa,,Tablet,400mg,100ml bottle,India,Suspicious
Erythromycin,MedLine Drugs Ltd,1LSJ75,0000000000000,N/A,2023-06-13,Syrup,???,1 vial,Nigeria,Suspicious
Ampiclox,Pharma Deko Plc,R6-2310,6192059438973,L24-7714,2028-01-04,Drops,50mg,20 capsules,Nigeria,Genuine
Instant Relief Caps,MedExpress Ltd,bwf,5555555555555,BATCH-718,2020-01-07,  Ointment ,400mg,10 capsules,China,Suspicious
Panado,AlphaHealth Industries,C-36,22901138,N/A,16/10/2026,  Drops ,20mg,10 tablets,China,Suspicious
Cotrimoxazole,Pharma Deko Plc,V1-9032,6197115921246,B26-9690,2028-07-20,Powder,400mg,100ml bottle,Nigeria,Genuine
Panadol,Sanofi Nigeria,Y0-3403,6192784699731,BT26-5287,2028-10-26,Injection,20mg,1 tube,Nigeria,Genuine
Gilbenclamide,SGK Pharma Ltd,NOT REGISTERED,cNKiDz3McOtWM,BATCH-436,N/A,Suspension,20mg,60ml bottle,Unknown,Suspicious
Vitamin C,Sanofi Nigeria,V2-6731,6194629148657,BT26-8724,2026-11-22,Ointment,5mg,20 capsules,Nigeria,Genuine
Erythromycin,Pharma Deko Plc,F5-4517,6192447209994,BT26-4935,2029-07-18,Drops,500mg,20 tablets,Nigeria,Genuine
Instant Relief Caps,PharmaFast Nigeria,Y5-210982,eLTu2eT86pEAl,ZKvbKuDn,04/04/2026,CREAM,125mg/5ml,30g tube,China,Suspicious
MegaVit Plus,neimeth international pharmaceuticals,q3-5213,6197151547462,yGU,???,tablet,400mg,20 capsules,Nigeria,Suspicious
  Erythromycin ,Fidson Healthcare   Plc ,TA-IIQJ,ky8xU5689Efqb,BATCH-866,09/06/2026,Ointment,500mg,10 tablets,China,Suspicious
Panado,  Chi  Pharmaceuticals Ltd,E6-273219,0000000000000,BATCH-821,2021-05-12,Scahet,250mg/5ml,100ml bottle,India,Suspicious
Chlorpheniramine,GlaxoSmithKline Nigeria,H4-3310,6191388209087,B24-0209,2029-01-12,Suspension,400mg,1 vial,Nigeria,Genuine
Ferrous Sulphate,May & Baker Nigeria Plc,K0-7643,6191387829316,BN26-2419,2029-11-01,Drops,1g,10 tablets,Nigeria,Genuine
Doxycycline,Juhel Nigeria Ltd,Z8-5377,6190449972786,L25-5546,2029-08-11,Suspension,250mg/5ml,100 tablets,Nigeria,Genuine
Flagyl,AlphaHealth Industries,N/A,0000000000000,BATCH-649,???,Ointment,5mg,10 tablets,Ghana,Suspicious
Paracetmol,Sanof iNigeria,N4-241800,6192943610904,34,02/11/2025,Injection,1g,1 pack,Nigeria,Suspicious
Ranitidine,SKG Pharma Ltd,F5-7125,6198777496905,BT24-3425,2029-04-13,Suspension,400mg,60ml bottle,Nigeria,Genuine
Lisinopril,Mopson Pharmaceutical Ltd,R0-4845,6195118718139,BT25-9444,2028-11-14,Capsule,125mg/5ml,60ml bottle,Nigeria,Genuine
Tramadol,SKG Pharma Ltd,O4-7256,6198862392402,L25-9185,2026-12-28,Powder,250mg,10 capsules,Nigeria,Genuine
Lonart DS Extra,SuperCure Pharma,B5-7951,424532065432614340,62,2022-03-27,INJECTION,250mg,30 tablets,India,Suspicious
Panado,PharmaPlus International,IV-CYEW,21288669059469984,69,,Powdre,250mg,5 vials,China,Suspicious
Tramadol,Nigerian German Chemicals Plc,Y4-9576,6196287203198,LOT25-1992,2029-07-13,Injection,10mg,10 tablets,Nigeria,Genuine
  Ibuprofen ,DrugKing Industries,CB4YHB,158878,BATCH-047,26/06/2025,  Injection ,50mg,1 tube,Nigeria,Suspicious
Cotrmioxazole,PharmaFast Nigeria,NONE,6192277773313,N/A,13/05/2026,Tablet,500mg,60ml bottle,Pakistan,Suspicious
Diazepma,fIDSON hEALTHCARE pLC,Q6-8031,23214252611978925946,BATCH-426,12/12/2025,Syrpu,125mg/5ml,200ml bottle,India,Suspicious
Promethazine,Dana Pharmaceuticals Ltd,K3-6006,6190018167780,LOT26-1197,2029-06-06,Injection,400mg,10 capsules,Nigeria,Genuine
Nifedipine,GlaxoSmithKline Nigeria,Y2-6096,6191904966319,B26-4078,2026-12-25,Injection,125mg/5ml,1 vial,Nigeria,Genuine
Diazepam,Emzor Pharmaceutical Industries,A5-8616,6197950017326,LOT26-0301,2026-08-07,Sachet,50mg,20 tablets,Nigeria,Genuine
Artemether Lumefantrine,MegaDrug Industries,6rzT,nRvRm61xpjrei,UNKNOWN,2022-01-17,CREAM,500mg/5ml,100ml bottle,China,Suspicious
Ciprofloxacn,Tuyil Pharmaceutical Industries,5MHSBD,52664267,48,2021-08-06,Injcetion,50mg,100ml bottle,Unknown,Suspicious
Multivitamin,Emzor Pharmaceutical Industries,F3-8068,6192192158189,B25-0170,2028-10-04,Ointment,250mg,30g tube,Nigeria,Genuine
Lonart,SKG Pharma Ltd,I3-1348,6196881164031,LOT24-9777,2026-09-16,Suspension,5mg,100ml bottle,Nigeria,Genuine
Loperamide,Chi Pharmaceuticals Ltd,C4-6952,6195112747470,BT24-9418,2029-01-12,Injection,20mg,60ml bottle,Nigeria,Genuine
amlodipine,GlaxoSmithKline   Nigeria ,PMStTzRH,6195537582687,93,UNKNOWN,Tablet,200mg,200ml bottle,Pakistan,Suspicious
Nifdeipine,PharmaPlus International,U245MR,0000000000000,XbUnQYQv,,Syrup,125mg/5ml,N/A,Ghana,Suspicious
  Vitamin  C,MedLine Drugs Ltd,W4PYX3,tf3ASfDCjLka3,N/A,N/A,Cream,250mg/5ml,10 capsules,India,Suspicious
  Augmentin ,MedLine Drugs Ltd,OVVT2I,cxDs1AKpXfpmH,73,2021-01-03,  Capsule ,500mg,30g tube,India,Suspicious
Diclofenac,GlaxoSmithKline Nigeria,O1-3522,6197484677379,B24-6384,2027-10-17,Syrup,250mg,10 capsules,Nigeria,Genuine
Tramadol,SKG Pharma Ltd,OQ-VUAO,14286,N/A,06/06/2025,Cream,125mg/5ml,5 vials,Nigeria,Suspicious
Furosemide,Emzor Pharmaceutical Industries,W9-7415,6199029593915,L24-5525,2026-04-12,Cream,100mg,5 vials,Nigeria,Genuine
Furosemide,Bioraj Pharmaceuticals Ltd,Y4-8617,6198189137182,B25-0964,2028-09-25,Tablet,50mg,100ml bottle,Nigeria,Genuine
Cotrimoxazole,Evans Medical Plc,O2-2848,6193074235912,LOT24-6404,2026-05-02,Injection,125mg/5ml,200ml bottle,Nigeria,Genuine
Azithromycin,Hovid Nigeria Ltd,F6-8158,6191287585756,L25-6989,2029-08-01,Powder,500mg,30g tube,Nigeria,Genuine
,HealthMax Pharma,AAYE8S,6195133157920,jmweKHa,27/03/2026,capsule,500mg/5ml,20 tablets,Ghana,Suspicious
Loperamide,Drugfield Pharmaceuticals Ltd,Q5-7088,6199224839580,B25-7835,2029-04-11,Syrup,100mg,200ml bottle,Nigeria,Genuine
Amoixl,QuickCure Labs,-2815,mVSgdxmtmZHTi,25,N/A,Supsension,1g,5 vials,India,Suspicious
Ferrous Sulphate,Sanofi Nigeria,P3-8285,6191122299077,L25-7144,2026-12-17,Cream,125mg/5ml,200ml bottle,Nigeria,Genuine
Emzor Paracetamol,Nigerian German Chemicals Plc,W0-4927,6192484137687,BN25-1353,2026-09-25,Cream,20mg,100ml bottle,Nigeria,Genuine
Loperamide,Swiss Pharma Nigeria Ltd,A5-6902,6195657490251,BN25-2558,2026-02-20,Suspension,500mg/5ml,20 capsules,Nigeria,Genuine
Furosemide,HealthMax Pharma,J7-8391,6666666666666,BATCH-223,???,capsule,400mg,20 tablets,Nigeria,Suspicious
Coartem,Hovid Nigeria Ltd,F5-4338,6191106092090,B24-9468,2029-01-24,Syrup,50mg,5 vials,Nigeria,Genuine
Augmentin,Sanofi Nigeria,B2-6237,6197252045652,BN25-4878,2026-09-07,Syrup,500mg/5ml,20 tablets,Nigeria,Genuine
  Amoxicillin ,AlphaHealth Industries,-8334,9529055095,UNKNOWN,N/A,Powdre,400mg,30g tube,Unknown,Suspicious
Emzor Paracetamol,Chi Pharmaceuticals Ltd,W4-9295,6191569857007,BT26-7364,2027-01-13,Suspension,125mg/5ml,10 capsules,Nigeria,Genuine
ORS,Juhel Nigeria Ltd,X3-9759,6197584282411,L24-4337,2027-11-11,Capsule,200mg,20 capsules,Nigeria,Genuine
  Ibuprofen ,PharmaPlus International,y7-9709,175438,Updp,23/08/2025,  Ointment ,10mg,5 vials,India,Suspicious
Augmenti,GoodHealth Generics,U6-869297,6199670447773,bPRyW,2022-12-01,Capusle,1g,200ml bottle,Pakistan,Suspicious
LONART,  Pfizer  Nigeria,B-21,IkGLINSJQswlZ,DEAdlqYL,,Capsule,400mg,100ml bottle,Unknown,Suspicious
Folic Acid,Nigerian German Chemicals Plc,M6-8130,6198327238658,L24-4826,2027-03-01,Capsule,125mg/5ml,10 tablets,Nigeria,Genuine
  Coartem ,MegaDrug Industries,AQ-MGHF,0000000000000,HYMY,2021-12-12,Onitment,500mg/5ml,20 capsules,Pakistan,Suspicious
Flagyl,Chi Pharmaceuticals Ltd,Y4-9215,6199056708672,BN24-9917,2026-01-22,Injection,200mg,60ml bottle,Nigeria,Genuine
Augmentin,Evans Medical Plc,S1-3413,6197113072407,L26-8798,2029-06-09,Capsule,5mg,20 tablets,Nigeria,Genuine
Lonart DS Extra,CureFast Pharmaceuticals,J4gU,6195676776190,BATCH-157,2023-01-19,  Syrup ,UNKNOWN,1 vial,India,Suspicious
ORS,Fidson Healthcare Plc,Z7-7020,6192071678111,BT25-6663,2026-12-06,Capsule,10mg,100 tablets,Nigeria,Genuine
Azithromycin,GoodHealth Generics,Y0-277600,6190284655929,BqCQUTGU,2023-05-12,Suspension,100mg,20 tablets,China,Suspicious
Erythromycin,PFIZER NIGERIA,L3-4762,qrKtf1uY3Kl1R,5,2022-03-13,Injection,125mg/5ml,5 vials,Ghana,Suspicious
Ibuprofen,Swiss Pharma Nigeria Ltd,X8-2797,6191659930207,BT24-3505,2026-05-23,Syrup,200mg,30 tablets,Nigeria,Genuine
Metronidazole,Bioraj Pharmaceuticals Ltd,S8-3415,6191722332068,BN26-7233,2027-11-05,Sachet,400mg,20 capsules,Nigeria,Genuine
Spironolactone,Sanofi Nigeria,M3-5994,6198079705095,L25-4988,2028-02-01,Cream,250mg/5ml,30 tablets,Nigeria,Genuine
Flagy,Mopson Pharmaceutical Ltd,9O2EE7,6190706594805,BATCH-910,,Dorps,50mg,20 tablets,China,Suspicious
Paracetamol,NovaDrug Industries,e8JkR0TRL,ORnUEVFKbtDDY,50,14/01/2026,  Injection ,250mg/5ml,60ml bottle,Pakistan,Suspicious
Diclofenac,Neimeth International Pharmaceuticals,W9-8790,6194014890253,BN24-9717,2027-12-27,Ointment,250mg,10 capsules,Nigeria,Genuine
Multivitamin,Fidson Healthcare Plc,U0-9497,6193583286344,BT25-5531,2029-04-18,Suspension,500mg,10 tablets,Nigeria,Genuine
Ceftriaxone,Sunrise Medications,S-82,0000000000000,BATCH-111,17/06/2026,tablet,100mg,10 tablets,India,Suspicious
chlorpheniramine,GoodHealth Generics,I0-4774,03793061,7,2022-06-17,  Syrup ,400mg,100 tablets,Unknown,Suspicious
Augmenti,Juehl Nigeria Ltd,pBQeD,0000000000000,N/A,2023-03-12,Ointment,UNKNOWN,100 tablets,Nigeria,Suspicious
Lonart DS Extra,Fidson Healthcare Plc,J-28,6195594698901,UNKNOWN,2021-08-24,sYRUP,???,100 tablets,Unknown,Suspicious
Metronidazole,Chi Pharmaceuticals Ltd,V3-8852,6194167872564,B26-6470,2027-02-04,Tablet,100mg,30 tablets,Nigeria,Genuine
Loperamide,SKG Pharma Ltd,T5-2075,6193711624116,BT25-1935,2027-08-05,Suspension,5mg,5 vials,Nigeria,Genuine
Gentamicin,Tuyil Pharmaceutical Industries,I5-9336,6194760944125,B24-3687,2027-08-05,Capsule,250mg/5ml,200ml bottle,Nigeria,Genuine
Furosemide,GlaxoSmithKline Nigeria,I3-8483,6194470120451,LOT25-1998,2026-01-01,Syrup,125mg/5ml,5 vials,Nigeria,Genuine
Hydrocortisone,Hovid Nigeria Ltd,L1-4400,6198544577028,B26-2831,2028-10-14,Ointment,500mg/5ml,10 tablets,Nigeria,Genuine
Ranitidine,Tuyil Pharmaceutical Industries,C8-9830,6191312920873,LOT24-0741,2027-10-07,Syrup,250mg,200ml bottle,Nigeria,Genuine
Artemether   Lumefantrine ,DrugKing Industries,M2-7057,36127698762295794,??,02/09/2025,Sachet,N/A,100 tablets,Unknown,Suspicious
Tetracycline,Evans Medical Plc,G6-5118,6195970108222,BN25-8536,2026-02-08,Drops,1g,1 vial,Nigeria,Genuine
Vitamin B Compelx,DrugKing Industries,-3690,dsyw2iYYgxEhn,BATCH-768,UNKNOWN,Cream,10mg,20 capsules,Unknown,Suspicious
Coartem,Fidson Healthcare Plc,M8-8118,6192278376933,B26-8689,2027-04-03,Injection,500mg/5ml,60ml bottle,Nigeria,Genuine
Amoxicilin,NovaDrug Industries,Q5-4157,6666666666666,85,24/03/2025,Craem,20mg,100ml bottle,Pakistan,Suspicious
  Diazepam ,WonderDrug Co,W30Y28,6190434010264,BATCH-333,14/11/2026,Cream,20mg,10 capsules,Pakistan,Suspicious
Azithromycin,Fidson Healthcare Plc,K9-8033,6199664160527,B25-6028,2026-07-28,Capsule,200mg,60ml bottle,Nigeria,Genuine
cOTRIMOXAZOLE,pfizer nigeria,fvqY,6196278908804,UNKNOWN,2020-03-22,Capsule,125mg/5ml,10 capsules,Pakistan,Suspicious
AMPICLOX,FastRelief Drugs,4GMA4I,0000000000000,??,19/12/2025,  Tablet ,100mg,1 pack,Unknown,Suspicious
Loanrt,CureFast Pharmaceuticals,Y5-148218,4jExP5LmJrA26,---,02/08/2026,Sachet,250mg/5ml,5 vials,Unknown,Suspicious
Omeprazole,Hovid Nigeria Ltd,W1-7643,6190930685386,B24-7450,2027-11-25,Powder,200mg,30 tablets,Nigeria,Genuine
Power Drug,TopNotch Drugs Ltd,W4-292669,bJvnaBDTiMRiy,BATCH-684,UNKNOWN,Syrup,500mg/5ml,10 tablets,China,Suspicious
CHLORPHENIRAMINE,Sunrise Medications,  H3-9553 ,kku9xEbKR5YcS,piriE,2022-06-13,  Drops ,50mg,1 tube,Nigeria,Suspicious
MegaVit Plus,Bioraj Pharmaceuticals Ltd,y5-4026,6197487700784,hmreeHOR,,Syrup,???,20 tablets,Pakistan,Suspicious
Multiviatmin,HealthMax Pharma,NDY696,6192030695166,BATCH-401,???,  Tablet ,200mg,10 capsules,Ghana,Suspicious
Cotrimoxazole,May & Baker Nigeria Plc,R2-8201,6191721733736,B26-9644,2027-01-11,Syrup,100mg,30 tablets,Nigeria,Genuine
Ferrous Sulphate,Sanofi Nigeria,S5-5909,6196521707307,BT26-3872,2029-10-07,Suspension,50mg,1 tube,Nigeria,Genuine
  Ranitidine ,HealthMax Pharma,-9769,5555555555555,58,18/11/2025,Syrup,200mg,BULK,Pakistan,Suspicious
Tetracycline,Pharma Deko Pcl,Y0EAP5,6198606734765,N/A,27/10/2026,sUSPENSION,250mg/5ml,30 tablets,Ghana,Suspicious
Omeprazole,Tuyil Pharmaceutical Industries,M9-3248,6197517588917,LOT26-4494,2028-05-20,Powder,200mg,20 capsules,Nigeria,Genuine
